Model,pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7
LogisticRegression,,0.1149696909972851,0.7410799128825146,0.525232280601121,0.7567091811696778,0.5525270015716166,0.5221041088765705,0.2501729293377134,0.2071212360113885,0.2789987277727648,0.7767389865919497,0.2875188000800603,0.7749427848695946,0.6418231892544731,0.155692787074051,0.1581645441478282,0.1920985176525369,0.0458125585764622,0.8365743064465553,0.8195977836490589,0.7760885152215942,0.4960941096496921,0.1849603513285677,0.2942162176098515,-0.0009831023941326,0.1620095035865309,0.6665278772248326,0.7528712797816414,0.7841894166295716,0.7480563172025843,0.7243700285789741,0.0648847228831333,,0.3010565321758417,0.4680285592219278,0.707505645218537,0.8399124816046604,0.6519438355872913,0.4741399538805446,,-0.003613501865289,0.7294943728473613,0.3244785223131803,0.2667382699950347,0.6867068914878974,0.6605225406506267,0.3123902973132637,0.1255391881570136,,0.0192330357670357,0.309701320672768,0.7492070349400374,0.6958175696842394,0.7565960000331055,0.4805763717197311,0.2680320058382225,,0.0585527111962205,0.7763525557968725,0.4864712182139969,0.8624806978234425,0.2008489234745126,0.6036922680879141,0.4473401192775979
GaussianNB,,0.6097402381704798,0.0141834751398738,-0.0530439969729056,-0.0446669816232022,0.0851627253262786,0.1067484348245618,0.5211671222716089,0.0134721205420239,-0.1132235989285951,0.0298888181082613,-0.0060650225462156,0.0464226935626818,0.0237424669092496,-0.1121914258054404,0.5975762475803481,0.0262714153111934,-0.0809874107771246,0.0083065202932,0.0288040343165328,0.0787825971215763,-0.1568499691989974,-0.1651300385871827,0.366084746286539,-0.0651633131235869,0.0629794381569886,0.0567084136136357,0.085559757518306,-0.0504641658780587,-0.1002362185830924,-0.1221138800847645,0.1572997453137335,,-0.2064916204810119,-0.0114798641181773,0.0303567061975418,0.0288871420513875,-0.0936471569034983,-0.1135018073071519,,0.2618319385983659,-0.0617621779330265,-0.0787003885916104,-0.1231853210624158,-0.0649113912587925,0.0487830605365511,-0.0127987987491355,0.5268610787486976,,0.0800967138871876,0.0266125412853571,-0.0313253272777339,-0.0115240358778256,-0.1698095844830408,-0.1326776347482521,0.6441179351159795,,0.7256593615257966,0.1164510584035862,-0.0372911405480119,0.0780412455045653,-0.1642455951802144,-0.1123579071161567,0.8085943045499506
MultinomialNB,,0.3507077184746252,0.4321453746086716,,,0.3625199869531987,0.4955302138614694,0.450386772752789,0.1246577218152776,0.413510320013974,0.6759172897640472,,,0.7486409943178406,0.1465806643352134,0.2922911741102749,0.058942543209934,0.1180499299511932,0.6763840973762962,0.6176613875978233,0.7586090038995329,0.8203125438012074,0.4881140739645035,0.28442702677191,-0.0036276469685301,0.5521814629671186,0.8033688015088402,0.4489149013723879,0.919250270503196,0.5757201847845471,0.7925811884445825,0.1856435680984369,,0.6763793247203884,0.6216960575299608,0.5517855483307673,0.8281364179136153,0.5485430782047984,0.7458945292391311,,0.2753072197365984,0.5957170460136468,0.8410987419145669,0.7594818211199096,0.6964204966419317,0.6753140931014863,0.6373060764934307,0.183860145024716,,0.0783488384285302,0.4428064668537562,0.0958773186391616,,0.95631099031767,0.654156011928847,0.2236593575047557,,0.4721896705270771,0.4661196685768476,,0.8966331796680219,0.8878380589161033,0.5155506380456646,0.3905949553986205
KNeighborsClassifier,,0.0916914045270968,0.5005995927729339,,0.1004019451425181,0.6773838175709568,0.4312665968399305,0.2572932289572718,0.0294959943840895,0.1305654597371433,0.4665102421994409,0.281428933088493,0.062084735407885,0.4802842190745404,0.1440035673894043,0.18753814644151,0.0025055377048101,-0.0067319439955317,0.669239919306067,0.5102258358977341,0.4355559576267552,0.3719620785105908,0.0698566146703972,0.2590393589137517,0.1151760699260004,0.3695171721068158,0.6640164515670499,0.4498951535377608,0.6206429601552902,0.6854945035622618,0.3245965234243144,0.1910637509511414,,0.4280264278244477,0.2662578609282146,0.5794739958868285,0.6599220569666858,0.4543069811821322,0.379178231870854,,0.2945490809613476,0.4239889572074299,0.1580906511953491,0.1283546805979326,0.2735228063542932,0.5336217063705256,0.5581814291886719,0.0740512282834597,,,0.0988456538672775,0.2588886440223154,0.1766757093083158,0.5985247750664173,0.5815422441677053,0.1877394816409827,,0.3436749295803594,0.4580683604005851,,0.8466584497802133,0.0193466337614477,0.4866359757488687,0.2492320749519145
DecisionTreeClassifier,,-6.916443176741226e-05,-0.0117558698225081,,-0.0062381840093727,0.1550865866497812,-0.0463883618798732,0.022225934080761,-0.1282641863956217,,-0.0196642190610676,,0.0291486811911219,0.2355709134653634,4.782041263206284e-05,0.0117302612719453,0.1241633200971722,0.2322839916391231,-0.1125641789992627,0.1245086068039364,0.0996330883541598,-0.0253958031326017,0.0321954735672845,,-0.0575199662634357,-0.0048349593093171,0.4266994133693906,-0.0078726367361326,0.8168053529444599,,,,,0.7708808267136831,-0.009697544610385,,0.2304793965464467,-0.0233842157500685,0.1684400815736582,,0.0859599947445505,-0.0119074414461159,0.3043849745151773,0.0848400687120183,0.1930915634711559,0.0548611536909943,0.0155545870426204,-0.0870037467107983,,0.013720966715976,-0.0361129366790072,0.0433865704741052,,0.5631704783320655,,0.0582568182945846,,0.0399694805148152,-0.0090651010254659,0.1139437887624189,0.5068438226256234,-0.0252674688249719,-0.0277170444344087,-0.0062433659426959
RandomForestClassifier,,0.1907351023470696,0.5991314590812429,,,0.2483316235416451,0.0322167210887489,0.5058811527607292,0.2523930242145153,,0.7013167429692011,,0.5787075873937091,0.7563652142085634,,0.4340562890910591,-0.4644566887008772,,0.7307752710446255,0.7646021063181522,0.7377550681997522,0.1185944602432759,,0.1642816702526136,,-0.0350019105280083,0.8259671600029674,0.779913134207104,0.8680316850122588,0.8544703018561719,0.5985389105660334,0.2787848994199033,,0.693020326493234,0.3038164341927047,0.8003189455347764,0.8247265662096179,0.543928256614646,,,,0.1129593262105941,0.7131700926731279,0.1456268707840516,0.7789355972236945,0.8083953381097576,0.7066442579315408,0.0355582587068232,,,0.1995069127553426,0.8086948542592762,0.0822469958295635,0.9199001759360618,0.3483408960666398,0.5379821824728901,,0.0579615204221301,0.4484276339675441,,0.8426939163751572,-0.0072735190393818,0.2360900666105474,0.1821600898675343
GradientBoostingClassifier,,0.004834509400813532,0.3259883183660521,0.4538670183228414,0.36372585615868464,0.19325806273881535,0.401315581150514,0.3025470343379895,0.06894784421596407,0.28711543904531955,0.7222210391652145,0.0696570282210188,0.6619157957148601,0.29147797931622926,0.05184879929604247,0.08635408740760696,,-0.015054892331052543,0.7512501529282155,0.7094942064395624,0.8150087561008381,-0.01621577043582254,-0.004350322644077814,0.0028405450715084032,-0.04185816379308258,-0.014205635439493202,0.6346870402200093,0.5808400369459692,0.9322146824486875,0.7629209444777365,0.38821452681435836,0.1415892562576639,,0.8496189445635152,0.45540692786362674,0.7562469791173848,0.5065044933230619,0.709158227055099,0.07229584960556386,,0.03616065261364882,0.6174899679866118,0.49254233723299623,0.2312716271927209,0.7058230316767139,0.8204024423187608,0.4974852088411166,0.020962407362461806,,,0.30933120491011035,0.6998162763751592,0.6233920310477534,0.8514041799943344,0.14578621346656567,0.32812941112683236,,-0.032786727834626515,0.4724824600545041,0.018583510852831497,0.8342880353935558,0.03945942450244767,0.8563709592212301,0.3171095829022777
